word,tasa_freq
directions,109
directly,33
director,7
directors,0
directory,1
directs,0
dirk,16
dirt,250
dirty,137
disabilities,0
disability,0
disabled,0
disadvantage,0
disadvantaged,0
disadvantages,0
disagree,2
disagreeable,1
disagreed,0
disagreement,0
disagreements,0
disappear,31
disappearance,0
disappeared,82
disappearing,3
disappears,2
disappoint,1
disappointed,27
disappointing,1
disappointment,9
disapproval,0
disapproved,0
disaster,3
disasters,0
disastrous,0
disbelief,3
disc,0
discard,0
discarded,0
discern,0
discharge,0
discharged,0
discharges,0
disciples,0
discipline,1
disciplined,0
disciplines,0
disclosed,0
discomfort,0
discontent,0
discontented,0
discontinued,0
discount,0
discourage,0
discouraged,7
discouraging,0
discourse,0
discover,30
discovered,69
discoveries,0
discovering,2
discovers,0
discovery,9
discrepancy,0
discrete,0
discretion,0
discriminate,0
discrimination,0
discs,1
discuss,22
discussed,4
discusses,0
discussing,2
discussion,9
discussions,1
disdain,1
disease,13
disease-causing,0
diseased,0
diseases,4
disgrace,3
disguise,4
disguised,0
disgust,11
disgusted,6
disgusting,4
dish,82
dishes,116
dishonest,0
dishwasher,0
disillusioned,0
disintegration,0
disk,0
disks,15
dislike,6
disliked,3
dislikes,0
dislodged,0
dismal,0
dismay,5
dismayed,0
dismiss,0
dismissal,0
dismissed,3
dismounted,1
disney,5
disobedience,0
disobey,1
disorder,0
disorderly,0
disorders,0
disorganized,0
dispatched,0
dispensed,0
disperse,0
dispersed,0
displaced,0
displacement,0
display,6
displayed,0
displaying,0
displays,1
displeased,3
displeasure,0
disposable,0
disposal,0
dispose,0
disposed,0
disposing,0
disposition,0
dispute,0
disputed,0
disputes,0
disregard,0
disregarded,0
disrupt,0
disrupted,0
disruption,0
dissatisfaction,0
dissatisfied,0
dissent,0
dissolution,0
dissolve,2
dissolved,3
dissolves,0
dissolving,0
distance,121
distances,8
distant,22
distaste,0
distilled,0
distinct,1
distinction,0
distinctions,0
distinctive,0
distinctly,2
distinguish,0
distinguished,1
distinguishes,0
distinguishing,0
distort,0
distorted,0
distortion,0
distortions,0
distract,0
distracted,1
distress,2
distressed,1
distressing,0
distribute,0
distributed,0
distributing,0
distribution,0
distributions,0
distributor,0
district,3
districts,0
distrust,0
disturb,9
disturbance,0
disturbances,0
disturbed,8
disturbing,4
ditch,32
ditches,1
dive,56
dived,21
diver,18
divergent,0
divers,7
diverse,0
diversion,0
diversity,0
divert,0
diverted,0
dives,18
divide,15
divided,25
dividend,0
dividends,0
divides,1
dividing,1
divine,0
diving,57
division,1
divisions,0
divorce,2
divorced,2
dixon,6
dizziness,0
dizzy,41
do,10957
doc,46
dock,61
docks,8
doctor,556
doctor's,28
doctors,70
doctors',0
doctrine,0
doctrines,0
document,0
documented,0
documents,0
dodge,3
dodged,6
dodgers,2
dodging,3
doe,6
does,1655
doesn't,612
dog,2204
dog's,46
dogged,0
dogs,472
dogwood,2
doing,854
doings,1
doll,118
doll's,9
dollar,84
dollars,194
dollars',1
dolls,38
dolly,3
dolphin,24
dolphins,10
domain,0
domains,0
dome,5
domes,0
domestic,0
domesticated,0
dominance,0
dominant,0
dominate,0
dominated,0
dominates,0
dominating,0
domination,0
domingo,0
dominic,29
dominican,0
don,275
don't,5101
donald,18
donate,0
donated,0
donations,0
done,714
donkey,104
donkeys,31
donna,21
donor,0
dont,9
doom,0
doomed,3
door,2268
doorbell,36
doorknob,10
doors,153
doorstep,10
doorway,90
doorways,1
dope,14
doris,18
dormant,0
dormitories,0
dormitory,0
dorothea,0
dorothy,25
dorsal,0
dosage,0
dose,2
doses,0
dot,78
doth,0
dots,31
dotted,4
double,42
doubled,4
doubles,0
doubling,0
doubt,39
doubted,1
doubtful,3
doubtfully,7
doubtless,0
doubts,0
doug,28
dough,41
doughnut,4
doughnuts,9
douglas,25
douglass,7
dove,46
doves,3
down,6766
downfall,0
downhill,16
downright,0
downs,7
downstairs,123
downstream,5
downtown,42
downward,12
dowry,0
dozed,6
dozen,32
dozens,6
dozing,1
drab,0
draft,6
drafted,0
drafts,0
drafty,0
drag,25
dragged,51
dragging,14
dragon,168
dragon's,4
dragonflies,7
dragonfly,3
dragons,13
drain,11
drainage,0
drained,5
draining,0
drains,0
drake,4
drama,2
dramatic,0
dramatically,1
dramatize,0
drank,87
draped,1
drapes,6
drastic,0
drastically,0
draught,0
draw,275
drawback,0
drawbacks,0
drawbridge,1
drawer,20
drawers,15
drawing,118
drawings,36
drawn,43
draws,3
dread,6
dreaded,3
dreadful,15
dreadfully,3
dream,196
dreamed,55
dreamer,0
dreaming,31
dreams,47
dreamy,2
dreary,3
drenched,9
dress,208
dressed,196
dresser,12
dresses,25
dressing,23
drew,195
dribble,5
dried,77
drier,1
dries,8
drift,10
drifted,32
drifting,16
drifts,9
driftwood,3
drill,12
drilled,1
drilling,3
drills,1
drink,403
drinking,74
drinks,29
drip,35
dripped,13
dripping,28
drips,3
drive,284
driven,27
driver,198
driver's,23
drivers,38
drives,23
driveway,29
driving,124
drizzle,2
drone,2
droop,1
drooping,1
drop,169
droplets,1
dropped,335
dropper,0
dropping,28
droppings,0
drops,106
drought,4
drove,272
drown,20
drowned,16
drowning,10
drowsy,3
drug,7
drugs,8
drugstore,25
drugstores,0
drum,52
drummer,3
drumming,6
drums,30
drunk,22
drunken,0
dry,440
dryer,0
drying,8
dryness,0
dual,0
dubbed,0
dubious,0
dublin,0
duchess,0
duck,460
ducked,22
duckling,54
ducklings,9
ducks,110
duct,0
ducts,0
dude,4
dudley,11
due,12
dues,0
dug,142
dugout,13
duke,20
dukes,0
dull,66
dulled,3
duly,0
dumb,76
dummy,8
dump,31
dumped,28
dumping,3
dumps,3
duncan,4
dune,14
dunes,7
dung,0
dungeon,9
dunn,15
duplicate,1
duplicated,0
duplicating,3
durability,0
durable,0
duration,0
during,301
dusk,10
dusky,0
dust,163
dusted,4
dusting,5
dusty,46
dutch,18
duties,4
duty,26
dwarf,26
dwarfs,3
dwell,1
dwellers,0
dwelling,0
dwellings,0
dwelt,0
dwight,1
dwindled,0
dwindling,0
dye,7
dyed,3
dyes,1
dying,39
dynamic,0
dynamics,0
dynamite,0
dynasty,0
dysentery,0
e,25
each,2262
eager,22
eagerly,33
eagerness,2
eagle,120
eagle's,5
eagles,8
ear,172
eardrum,2
earl,16
earlier,33
earliest,2
early,443
earn,50
earned,21
earners,0
earnest,3
earnestly,2
earning,5
earnings,0
earns,0
earphones,4
earrings,3
ears,344
earth,829
earth's,45
earthen,1
earthly,0
earthquake,14
earthquakes,4
earthworm,8
earthworms,4
ease,6
eased,5
easier,102
easiest,3
easily,112
easing,0
east,167
east-west,1
easter,14
eastern,10
eastward,0
easy,450
eat,2135
eaten,125
eater,6
eaters,1
eating,335
eats,121
eaves,1
ebb,0
ebenezer,2
ebony,2
eccentric,0
ecclesiastical,0
echo,10
echoed,12
echoes,1
echoing,2
eclipse,5
eclipses,0
ecological,0
ecologists,0
ecology,5
economic,0
economical,0
economically,0
economics,0
economies,0
economist,0
economists,0
economy,0
ecosystem,0
ecosystems,0
ecstasy,1
ecuador,0
ed,207
eddie,129
eddy,9
eden,0
edgar,10
edge,245
edged,6
edges,19
edible,0
edinburgh,0
edison,5
edited,0
edith,13
editing,0
edition,0
editor,9
editorial,0
editorials,0
editors,0
edmund,5
edna,8
educate,0
educated,2
educating,0
education,17
educational,0
educator,0
educators,0
edward,62
edwards,3
edwin,2
eel,11
eels,4
eerie,2
effect,15
effected,0
effective,0
effectively,0
effectiveness,0
effects,0
efficiency,0
efficient,0
efficiently,0
effort,18
efforts,2
egan,2
egg,276
eggs,418
ego,0
egypt,15
egypt's,0
egyptian,1
egyptians,4
eh,17
eight,218
eight-year-old,1
eighteen,27
eighteenth,0
eighteenth-century,0
eighth,18
eighty,13
eileen,5
eilonwy,4
einstein,11
einstein's,0
eisenhower,0
either,356
ejected,0
el,1
elaborate,1
elaborately,0
elaine,20
elapsed,0
elastic,1
elasticity,0
elbow,26
elbows,11
elder,5
elderly,3
elders,1
eldest,3
eleanor,11
elect,0
elected,7
election,5
elections,0
electoral,0
electors,0
electric,77
electrical,3
electrically,0
electricity,79
electrode,0
electrodes,0
electrolyte,0
electromagnet,0
electromagnetic,0
electromagnets,0
electron,0
electronic,0
electronically,0
electronics,0
electrons,0
elegance,0
elegant,2
element,2
elemental,0
elementary,2
elements,3
elena,28
elephant,142
elephant's,2
elephants,61
elevated,0
elevation,1
elevations,0
elevator,94
elevators,4
eleven,75
eleventh,1
eli,4
elicit,0
eligible,0
eliminate,0
eliminated,0
eliminates,0
eliminating,0
elimination,0
elisabeth,4
elite,0
eliza,2
elizabeth,64
elizabeth's,7
elizabethan,0
elk,23
ella,13
ellen,171
ellen's,18
ellie,12
elliott,1
ellis,23
elm,5
elmer,8
elms,1
elongated,0
eloquence,0
eloquent,0
elsa,6
else,724
else's,11
elsewhere,4
elsie,54
elusive,0
elves,7
em,1
emancipation,0
embargo,0
embarked,0
embarrassed,22
embarrassing,1
embarrassment,3
embassy,0
embedded,0
embers,0
embodied,0
embrace,0
embraced,0
embraces,0
embracing,0
embroidered,2
embryo,3
embryonic,0
embryos,0
emerald,9
emeralds,1
emerge,0
emerged,4
emergence,0
emergencies,0
emergency,18
emerges,0
emerging,0
emerson,0
emigrants,2
emil,2
emily,206
emily's,9
eminent,0
emission,0
emissions,0
emit,0
emitted,0
emma,32
emotion,3
emotional,0
emotionally,0
emotions,0
empathy,0
emperor,50
emperor's,5
emperors,0
emphasis,0
emphasize,0
emphasized,0
emphasizes,0
emphasizing,0
emphatically,0
empire,4
empires,0
empirical,0
employ,0
employed,0
employee,0
employee's,0
employees,1
employer,6
employer's,0
employers,0
employing,0
employment,0
employs,0
empress,4
emptied,13
empties,0
emptiness,3
empty,309
emptying,1
emulsion,0
en,1
enable,1
enabled,0
enables,0
enabling,0
enact,0
enacted,0
enamel,1
encased,0
enchanted,3
encircled,0
enclose,0
enclosed,3
enclosing,0
enclosure,0
encounter,0
encountered,0
encounters,0
encourage,1
encouraged,4
encouragement,1
encourages,0
encouraging,0
encyclopedia,36
encyclopedias,2
end,1007
endanger,0
endangered,0
endeavor,0
ended,63
ending,24
endings,4
endless,11
endlessly,2
endocrine,0
endorsement,0
endowed,0
ends,61
endurance,0
endure,1
endured,0
enduring,0
enemies,34
enemy,60
enemy's,0
energetic,0
energies,0
energy,224
enforce,1
enforced,0
enforcement,0
enforcing,0
engage,0
engaged,5
engagement,0
engagements,0
engages,0
engaging,0
engine,164
engineer,26
engineering,0
engineers,2
engines,49
england,83
england's,4
englanders,0
english,141
english-speaking,0
englishman,4
englishmen,2
engraved,0
engraving,0
enhance,0
enhanced,0
enjoy,95
enjoyable,2
enjoyed,53
enjoying,27
enjoyment,1
enjoys,5
enlarge,0
enlarged,0
enlargement,0
enlarges,0
enlarging,0
enlightened,0
enlightenment,0
enlist,0
enlisted,0
enormous,21
enormously,2
enough,1279
enraged,0
enrich,0
enriched,0
enroll,0
enrolled,0
enrollment,0
enslaved,0
ensuing,0
ensure,0
ensures,0
entangled,0
enter,50
entered,80
entering,17
enterprise,0
enterprises,0
enterprising,0
enters,9
entertain,7
entertained,0
entertaining,0
entertainment,3
enthusiasm,4
enthusiastic,0
enthusiastically,1
entire,23
entirely,10
entities,0
entitled,0
entity,0
entrance,27
entrances,0
entrepreneurs,0
entries,0
entrusted,0
entry,4
entry-level,0
envelope,29
enveloped,0
envelopes,2
envied,0
envious,0
environment,42
environmental,0
environments,3
envisioned,0
envy,5
enzyme,0
enzymes,0
epic,0
epidemic,0
epidemics,0
epidermis,0
epilepsy,0
episode,0
epoch,0
equal,19
equaled,0
equality,0
equally,1
equals,3
equation,0
equations,0
equator,24
equatorial,0
equilibrium,0
equip,0
equipment,23
equipped,1
equitable,0
equity,0
equivalent,0
er,14
era,0
erase,0
erased,0
eraser,2
erasers,1
erasmus,0
ere,0
erect,2
erected,0
erecting,0
erectus,0
eric,97
eric's,3
erica,4
erie,3
erik,5
erin,14
ernest,0
ernie,9
erode,1
eroded,0
erosion,4
errand,6
errands,10
erratic,0
error,5
errors,2
erupt,0
erupted,1
erupting,1
eruption,0
eruptions,0
es,4
escape,104
escaped,26
escapes,1
escaping,7
escort,0
escorted,0
eskimo,11
eskimos,14
esophagus,0
especially,86
essay,6
essays,0
essence,0
essential,0
essentially,0
essentials,0
establish,2
established,0
establishes,0
establishing,0
establishment,0
establishments,0
estate,7
estates,0
esteem,0
esther,14
estimate,1
estimated,1
estimates,0
estimating,0
estuary,0
et,3
etched,0
eternal,0
eternally,0
eternity,1
ethan,3
ether,0
ethic,0
ethical,0
ethics,0
ethiopia,2
ethiopian,0
ethnic,0
ethyl,0
etruscans,0
eugene,35
euphrates,0
eurasia,0
europe,40
europe's,0
european,5
europeans,0
eva,5
evacuation,0
evaluate,0
evaluated,0
evaluating,0
evaluation,0
evaluations,0
evans,19
evaporate,2
evaporated,2
evaporates,1
evaporation,0
evasion,0
eve,27
evelyn,15
even,2247
evening,293
evenings,11
evenly,9
event,14
events,28
eventual,0
eventually,8
ever,1295
ever-increasing,0
everest,4
everett,6
evergreen,2
evergreens,2
everlasting,0
every,1699
everybody,310
everybody's,6
everyday,12
everyone,937
everyone's,13
everything,915
everything's,10
everywhere,173
evidence,5
evidenced,0
evidences,0
evident,0
evidently,1
evil,37
evils,0
evolution,0
evolutionary,0
evolve,0
evolved,0
evolving,0
ewe,1
exact,13
exacting,0
exactly,185
exaggerate,0
exaggerated,1
exaggeration,0
exalted,0
exam,5
examination,3
examinations,0
examine,13
examined,18
examines,0
examining,6
example,87
examples,17
exams,2
exasperated,3
exasperation,2
excavated,0
excavation,0
exceed,0
exceeded,0
exceeding,0
exceedingly,0
exceeds,0
excellence,0
excellency,0
excellent,9
except,216
exception,0
exceptional,0
exceptionally,0
exceptions,0
excerpt,0
excess,0
excesses,0
excessive,0
excessively,0
exchange,11
exchanged,7
exchanges,0
exchanging,0
excite,0
excited,164
excitedly,20
excitement,66
exciting,77
exclaimed,96
exclamation,3
exclamations,1
exclamatory,1
exclude,0
excluded,0
excluding,0
exclusion,0
exclusive,1
exclusively,0
excretory,0
excursion,0
excuse,42
excused,4
excuses,7
execute,0
executed,0
executing,0
execution,0
executive,0
executives,0
exempt,0
exercise,65
exercised,2
exercises,12
exercising,1
exert,0
exerted,0
exerting,0
exertion,0
exerts,0
exhale,0
exhaust,1
exhausted,8
exhausting,0
exhaustion,3
exhibit,6
exhibited,0
exhibition,1
exhibits,1
exile,0
exiled,0
exist,8
existed,2
existence,1
existing,0
exists,0
exit,7
exits,1
exodus,0
exotic,0
expand,1
expanded,0
expanding,1
expands,1
expanse,0
expansion,0
expect,87
expectancy,0
expectant,0
expectation,0
expectations,0
expected,69
expecting,22
expects,3
expedition,7
expeditions,0
expel,0
expelled,0
expended,0
expenditure,0
expenditures,0
expense,2
expenses,3
expensive,15
experience,27
experienced,5
experiences,5
experiencing,0
experiment,25
experimental,0
experimentally,0
experimentation,0
experimented,0
experimenter,0
experimenters,0
experimenting,1
experiments,8
expert,14
expertise,0
experts,4
expiration,0
expired,0
explain,133
explained,192
explaining,11
explains,8
explanation,9
explanations,2
explanatory,0
explicit,0
explicitly,0
explode,7
exploded,12
explodes,0
exploding,2
exploit,0
exploitation,0
exploited,0
exploits,0
exploration,0
explorations,0
exploratory,0
explore,25
explored,6
explorer,5
explorers,19
exploring,7
explosion,6
explosions,2
explosive,0
explosives,0
export,0
exported,0
exporting,0
exports,0
expose,0
exposed,3
exposing,0
exposition,0
expository,0
exposure,0
express,25
expressed,1
expresses,1
expressing,0
expression,23
expressions,0
expressive,0
expressway,0
expulsion,0
exquisite,0
extend,1
extended,3
extending,0
extends,0
extension,0
extensions,0
extensive,0
extensively,0
extent,0
exterior,0
external,0
extinct,5
extinction,0
extinguished,0
extra,94
extract,0
extracted,0
extracting,0
extraction,0
extraordinarily,0
extraordinary,2
extras,0
extravagant,0
extreme,2
extremely,7
extremes,0
exuberant,0
eye,298
eyeball,0
eyebrow,4
eyebrows,18
eyed,10
eyeglasses,3
eyelashes,3
eyelid,0
eyelids,15
eyepiece,1
eyes,1851
eyesight,5
ezra,3
f,13
fable,1
fables,1
fabric,1
fabrics,0
fabulous,1
face,1294
face-to-face,0
faced,32
faces,113
facial,0
facilitate,0
facilitated,0
facilities,0
facility,0
facing,38
fact,234
factions,0
factor,0
factories,37
factors,0
factory,101
facts,88
factual,0
faculties,0
faculty,0
fad,4
fade,5
faded,17
fading,2
fads,2
fahrenheit,0
fail,9
failed,15
failing,2
fails,2
failure,6
failures,0
faint,34
fainted,5
fainter,1
faintly,12
fair,295
fairest,0
fairies,3
fairly,20
fairness,0
fairs,4
fairy,30
faith,11
faithful,4
faithfully,3
fake,10
falcon,4
fall,620
fallacies,0
fallacy,0
fallen,80
falling,166
fallout,0
falls,109
FALSE,12
falsely,0
fame,3
famed,0
familiar,34
familiarity,0
families,126
family,1035
family's,15
famine,2
famous,88
fan,24
fancied,0
fancier,0
fancies,0
fancy,45
fang,73
fangs,5
fanned,2
fanning,5
fanny,31
fans,17
fantasies,0
fantastic,31
fantasy,4
far,1135
far-off,10
far-reaching,0
faraday,0
faraway,24
fare,6
farewell,4
farm,421
farmed,3
farmer,316
farmer's,34
farmers,125
farmers',0
farmhouse,20
farming,24
farmland,5
farmlands,0
farms,46
farther,143
farthest,3
fascinated,6
fascinating,2
fascination,1
fashion,7
fashionable,0
fashioned,1
fashions,0
fast,1178
fast-food,1
fast-growing,0
fast-moving,2
fasten,9
fastened,28
fastening,0
faster,351
fastest,30
fasting,0
fat,297
fatal,1
fate,3
fateful,0
father,2911
father's,141
fathers,18
fathom,0
fatigue,2
fatigued,0
fats,9
fatter,6
fatty,1
faucet,4
faucets,0
fault,67
faults,4
faulty,0
favor,36
favorable,0
favorably,0
favored,1
favoring,0
favorite,135
favorites,3
favors,0
favour,0
favourite,1
fawn,9
fawns,3
fay,41
fe,0
fear,136
feared,14
fearful,13
fearfully,1
fearing,0
fearless,9
fears,12
fearsome,2
feasible,0
feast,37
feasting,3
feasts,0
feat,1
feather,72
feathered,1
feathers,174
feathery,0
feats,0
feature,1
featured,0
features,6
february,21
feces,0
fed,116
federal,0
federalism,0
federalist,0
federalists,0
federation,0
fee,2
feeble,2
feebly,2
feed,226
feedback,0
feeder,7
feeding,41
feeds,14
feel,1299
feelers,9
feeling,358
feelings,73
feels,140
fees,0
feet,1026
feldspar,0
felicia,4
felipe,40
felix,30
fell,718
felled,0
feller,3
fellow,75
fellows,29
fellowship,0
felt,1302
female,19
female's,0
females,8
feminine,0
feminist,0
fence,252
fenced,2
fences,14
fencing,1
fender,11
fenton,10
fer,1
ferdinand,3
ferguson,4
ferment,0
fermentation,0
fern,9
ferns,5
ferocious,3
ferocity,0
ferret,1
ferry,6
fertile,0
fertility,0
fertilization,0
fertilize,0
fertilized,0
fertilizer,4
fertilizers,0
festival,6
festivals,0
festive,0
festivities,0
fetal,0
fetch,18
fetched,7
fetus,0
feud,0
feudal,0
feudalism,0
fever,33
feverish,2
feverishly,0
few,1225
fewer,12
fflewddur,1
fiber,0
fiberglass,0
fibers,2
fibrous,0
fiction,3
fictional,0
fiddle,16
fidelity,0
field,425
fields,168
fiend,0
fierce,28
fiercely,9
fiery,3
fiesta,4
fife,11
fifteen,84
fifteenth,1
fifth,47
fifties,0
fifty,89
fifty-five,1
fifty-six,2
fifty-two,0
fig,4
fight,311
fighter,43
fighters,22
fighting,102
fights,25
figs,1
figurative,0
figure,149
figured,62
figures,22
figuring,8
filament,0
filaments,0
file,18
filed,4
files,0
filing,0
filings,0
fill,141
filled,354
filler,0
filling,29
fills,20
film,32
filmed,0
filming,0
films,5
filter,0
filtered,0
filtering,0
filters,0
filth,0
filthy,6
fin,83
fin's,37
final,15
finally,489
finance,0
financed,0
finances,0
financial,0
financially,0
financing,0
find,3086
finding,75
findings,0
finds,88
fine,612
fined,0
finely,0
finer,3
fines,0
finest,19
finger,174
fingernail,3
fingernails,6
fingerprints,10
fingers,284
fingertips,1
finish,143
finished,325
finishes,2
finishing,11
finland,2
finley,3
finn,9
fins,13
fiona,22
fir,12
fire,1002
firearms,0
firecrackers,2
fired,38
firefighter,10
firefighters,7
fireflies,2
firefly,10
firehouse,5
firelight,3
fireman,10
firemen,7
fireplace,48
fireplaces,1
fires,84
fireside,0
firewood,6
fireworks,8
firing,8
firm,29
firm's,0
firmly,45
firmness,0
firms,0
firs,1
first,2920
first-aid,2
first-class,0
firsthand,0
fiscal,0
fish,1511
fished,17
fisher,22
fisheries,0
fisherman,40
fishermen,16
fishers,2
fishes,8
fishing,188
fission,0
fist,38
fists,21
fit,205
fitness,0
fits,12
fitted,13
fitting,3
fitzgerald,1
five,618
five-year,0
five-year-old,2
fix,268
fixed,138
fixes,10
fixing,44
fixture,0
fixtures,0
flag,52
flagpole,2
flags,20
flakes,7
flame,37
flamed,2
flames,42
flaming,3
flammable,0
flanagan,0
flanders,0
flank,1
flanked,1
flanks,0
flannel,4
flap,14
flapped,15
flapping,8
flaps,4
flare,8
flared,2
flares,2
flash,115
flashed,36
flashes,13
flashing,19
flashlight,52
flashlights,2
flashy,19
flask,1
flat,262
flatly,1
flats,1
flatten,1
flattened,10
flatter,2
flattered,1
flattering,0
flavor,3
flavors,0
flaw,0
flaws,0
flax,5
flea,31
fleas,20
fled,7
flee,2
fleece,1
fleeing,1
fleet,5
fleeting,0
fleets,0
fleming,0
flesh,24
fleshy,0
fletcher,25
flew,308
flexibility,0
flexible,1
flick,1
flicked,4
flicker,28
flickered,4
flickering,3
flies,119
flight,43
flights,12
flimsy,0
fling,0
flinging,1
flint,6
flip,12
flipped,21
flippers,14
flipping,2
float,58
floated,49
floating,74
floats,22
flock,47
flocked,1
flocks,3
flood,25
flooded,12
flooding,1
floods,6
floor,723
floors,33
flop,16
flopped,14
floppy,4
flora,10
floral,0
florence,14
florida,25
flour,86
flourish,0
flourished,0
flourishing,0
flow,30
flowed,15
flower,229
flowered,1
flowering,1
flowers,403
flowing,10
flown,6
flows,24
flu,10
fluctuations,0
fluent,0
fluff,12
fluffy,28
fluid,1
fluids,0
flung,21
fluorescent,0
fluoride,0
flurry,0
flush,1
flushed,8
flute,27
flutes,1
flutter,3
fluttered,10
fluttering,5
flux,0
fly,688
flyers,2
flying,298
foal,16
foam,7
foaming,2
focal,0
focus,8
focused,2
focuses,0
focusing,0
foe,0
foes,0
fog,80
fogg,0
foggy,6
foil,5
fold,47
folded,57
folder,3
folders,0
folding,7
folds,8
foliage,0
folk,10
folklore,0
folks,82
follicle,2
follow,315
follow-up,0
followed,357
follower,0
followers,1
following,152
follows,19
folly,3
fond,28
fondly,2
fondness,0
food,1646
foods,140
foodstuffs,0
fool,114
fooled,18
fooling,14
foolish,57
foolishness,4
fools,5
foot,426
football,95
foothills,2
foothold,0
footing,2
footnote,0
footnotes,0
footprint,2
footprints,34
footsteps,40
footwear,0
for,17889
forage,0
foraging,0
forbade,0
forbes,1
forbid,1
forbidden,10
forbidding,0
forbids,1
force,75
forced,48
forceful,0
forcefully,0
forces,10
forcibly,0
forcing,5
ford,46
ford's,0
fore,0
forearm,2
forecast,2
forecasting,0
forecasts,0
forefathers,0
forefinger,1
foregoing,0
forehead,57
foreheads,1
foreign,4
foreigner,1
foreigners,3
foreman,10
foremost,0
forerunner,0
foresee,0
foreseen,0
foresight,0
forest,351
forested,0
forester,0
foresters,0
forestry,0
forests,44
foretell,0
forever,94
forge,2
forged,0
forget,284
forgetful,0
forgets,6
forgetting,13
forgive,23
forgiven,0
forgiveness,0
forgot,212
forgotten,103
fork,36
forked,5
forks,6
forlorn,0
form,162
formal,3
formality,0
formally,0
format,0
formation,0
formations,0
formed,50
former,7
formerly,0
formidable,0
forming,8
forms,51
formula,2
formulas,0
formulate,0
formulated,0
formulation,0
fort,47
forth,103
forthcoming,0
forties,0
fortified,0
fortnight,0
fortress,0
forts,0
fortunate,3
fortunately,8
fortune,32
fortunes,2
forty,39
forty-eight,2
forty-five,7
forty-seven,0
forty-three,0
forty-two,2
forum,0
forward,207
forwards,1
fossil,5
fossils,4
foster,8
fostered,0
fought,57
foul,9
fouled,2
found,1700
foundation,0
foundations,0
founded,0
founder,0
founders,0
founding,0
fountain,20
fountains,3
four,764
four-year,0
four-year-old,2
fours,1
fourteen,37
fourteen-year-old,0
fourteenth,0
fourth,73
fourths,0
fowl,0
fowler,0
fox,453
fox's,8
foxes,22
fraction,1
fractional,0
fractions,0
fracture,0
fragile,0
fragment,0
fragmented,0
fragments,0
fragrance,0
fragrant,0
frail,6
frame,52
framed,2
frames,13
framework,2
framing,0
fran,77
france,36
france's,0
frances,42
franchise,0
francis,12
francisco,6
francois,0
francs,0
frank,225
frank's,7
frankie,33
franklin,48
franklin's,0
frankly,2
franks,0
frantic,3
frantically,6
franz,1
fraud,0
frayed,0
freak,2
freckles,26
fred,234
freddie,20
freddy,123
frederick,54
free,328
freed,7
freedom,38
freedoms,0
freeing,0
freely,8
freeway,2
freeze,25
freezer,12
freezes,5
freezing,26
freight,10
freighter,0
french,55
frenchman,3
frenchmen,0
frenzied,0
frenzy,1
frequencies,0
frequency,0
frequent,0
frequently,6
fresh,193
freshly,3
freshman,0
freshwater,0
freud,0
freud's,0
friar,0
friction,5
friday,79
fried,19
friedman,0
friedrich,3
friend,1046
friend's,30
friendliness,0
friendly,139
friends,1168
friendship,13
friendships,0
fries,2
fright,13
frighten,14
frightened,165
frightening,20
frightful,5
fringe,3
fringed,1
fringes,0
frisby,2
frisky,19
frits,78
fritz,42
frivolous,0
fro,3
frock,0
frog,1005
frogs,111
from,8306
fronds,0
front,1269
frontal,0
frontier,2
frontiers,0
fronts,1
frost,33
frosted,0
frosting,5
frosts,1
frosty,2
frown,28
frowned,72
frowning,14
froze,23
frozen,62
fruit,130
fruitful,0
fruits,56
frustrated,0
frustrating,0
frustration,1
frustrations,0
fry,17
frying,25
fudge,18
fuel,53
fuels,10
fugitive,0
fulcrum,0
fulfill,0
fulfilled,0
fulfilling,0
fulfillment,0
full,451
full-grown,4
full-length,0
full-scale,0
full-time,2
fuller,15
fullest,0
fullness,3
fully,6
fulton,3
fumbled,3
fumbling,0
fumes,1
fun,1029
function,1
functional,0
functioning,0
functions,0
fund,1
fundamental,0
fundamentally,0
fundamentals,0
funded,0
funding,0
funds,0
funeral,15
funerals,2
fungi,0
fungus,0
funnel,4
funny,569
funny-looking,21
fur,168
furious,14
furiously,8
furnace,10
furnaces,0
furnish,0
furnished,0
furnishing,0
furnishings,0
furniture,72
furrows,2
furry,51
furs,17
further,31
furthermore,1
fury,6
fuse,1
fused,0
fusion,0
fuss,63
fussed,2
futile,0
futility,0
future,49
futures,0
fuzzy,12
g,15
gabby,56
gable,0
gabriel,19
gabrielle,10
gag,1
gage,1
gaiety,0
gail,61
gaily,4
gain,8
gained,6
gaining,4
gains,0
gait,0
gal,2
galactic,0
galaxies,0
galaxy,3
gale,7
galileo,1
gallant,0
galleries,0
gallery,2
galley,7
gallon,5
gallons,6
gallop,10
galloped,24
galloping,9
gallows,0
galvanometer,0
gamble,0
gambling,0
game,699
games,205
gamma,0
gandhi,0
gang,38
ganges,0
gangs,3
gant,0
gap,14
gaping,1
gaps,1
garage,124
garages,2
garb,0
garbage,124
garcia,16
garden,420
gardener,7
gardeners,1
gardening,3
gardens,20
garland,1
garlic,10
garment,1
garments,2
garnet,4
garp,9
garrison,0
gary,23
gas,225
gaseous,0
gases,23
gash,1
gasoline,15
gasp,10
gasped,57
gasping,5
gastric,0
gate,205
gates,26
gateway,1
gather,39
gathered,94
gatherers,0
gathering,26
gatherings,0
gathers,3
gauge,1
gauges,0
gaul,0
gaunt,3
gave,1181
gay,6
gaze,10
gazed,25
gazing,8
gear,26
